,age,race,juv_fel_count,juv_misd_count,juv_other_count,priors_count,is_violent_recid,decile_score,v_decile_score,priors_count,start,end,event,two_year_recid,labels
2508,23,0,0,0,0,1,0,4,6,1,3,1149,0,0,0
6484,39,0,0,0,0,8,0,4,2,8,39,1085,0,0,0
3320,27,0,0,0,0,0,0,4,3,0,0,1186,0,0,0
6090,22,0,0,0,0,0,0,7,6,0,0,1172,0,0,1
4890,24,0,0,0,0,0,0,7,5,0,0,904,1,0,1
133,24,0,0,0,0,0,0,2,3,0,1,784,0,0,0
3012,39,0,0,0,0,2,0,3,1,2,0,927,1,0,0
5546,30,0,0,0,0,4,0,3,2,4,0,326,0,0,0
4930,33,0,0,0,0,0,0,1,1,0,0,1060,0,0,0
2458,23,0,0,0,0,1,0,4,6,1,0,61,0,0,0
1744,40,0,0,0,0,0,0,1,1,0,0,738,0,0,0
1671,37,0,2,3,0,24,0,8,4,24,19,1166,0,0,1
6988,31,0,0,0,0,0,0,7,3,0,0,425,0,0,1
1325,58,0,0,0,0,4,0,1,1,4,0,848,0,0,0
6381,30,0,0,0,0,3,0,7,7,3,205,1068,0,0,1
1461,24,0,0,0,1,4,0,7,4,4,4,232,0,0,1
3764,29,0,0,0,0,2,0,3,2,2,26,956,0,0,0
3467,36,0,0,0,0,4,0,4,2,4,0,758,0,0,0
1006,33,0,0,0,0,1,0,5,4,1,2,860,0,0,1
4442,34,0,0,0,0,1,0,1,1,1,1,863,0,0,0
2226,47,0,0,0,0,0,0,5,3,0,2,775,0,0,1
2013,26,0,0,0,0,0,0,5,4,0,0,1133,1,0,1
1731,28,0,0,1,0,8,0,6,6,8,40,151,0,0,1
1774,28,0,0,0,0,2,0,2,2,2,0,1089,0,0,0
3080,54,0,0,0,0,10,0,6,1,10,30,1108,0,0,1
1368,33,0,0,0,0,1,0,2,1,1,0,1152,0,0,0
3345,43,0,0,0,0,7,0,4,3,7,1,788,0,0,0
4970,30,0,0,0,0,3,0,6,5,3,0,997,0,0,1
3333,25,0,0,0,0,1,0,3,4,1,0,1149,0,0,0
7135,56,0,0,0,0,4,0,7,4,4,16,1141,0,0,1
2647,31,0,0,1,0,3,0,5,5,3,1,1102,0,0,1
4524,61,0,0,0,0,1,0,6,3,1,0,765,0,0,1
6709,23,0,0,0,1,1,0,5,5,1,0,1122,0,0,1
2292,24,0,0,0,0,1,0,9,5,1,3,309,0,0,1
6356,20,0,0,0,0,0,0,3,6,0,10,61,0,0,0
646,31,0,0,0,0,10,0,6,2,10,0,1083,0,0,1
1348,32,0,0,0,0,2,0,8,5,2,109,1166,0,0,1
6220,31,0,0,0,0,0,0,5,2,0,7,945,0,0,1
4022,32,0,0,0,0,9,0,4,3,9,0,914,0,0,0
4333,22,0,0,0,0,0,0,8,8,0,0,178,0,0,1
820,29,0,0,1,0,16,0,10,7,16,16,788,0,0,1
1902,27,0,0,0,0,0,0,1,2,0,0,1068,0,0,0
1919,30,0,0,3,0,18,0,10,8,18,17,561,0,0,1
5123,56,0,0,0,0,2,0,2,1,2,0,820,0,0,0
6347,44,0,0,0,0,2,0,7,4,2,4,1161,0,0,1
2720,52,0,0,0,0,1,0,1,1,1,0,858,0,0,0
3431,25,0,1,0,0,4,0,9,7,4,0,857,0,0,1
2872,24,0,0,0,0,0,0,5,5,0,0,907,0,0,1
341,29,0,0,0,0,0,0,1,2,0,0,761,0,0,0
5566,25,0,0,0,0,2,0,4,4,2,0,472,0,0,0
1177,35,0,0,0,0,1,0,4,2,1,0,1038,0,0,0
266,27,0,0,0,0,4,0,4,4,4,0,700,0,0,0
3634,38,0,0,0,0,11,0,6,2,11,17,972,0,0,1
2540,26,0,0,0,0,0,0,4,4,0,0,921,0,0,0
4159,57,0,0,0,0,0,0,1,1,0,1,1040,0,0,0
6472,32,0,0,0,0,1,0,10,8,1,114,900,0,0,1
5691,32,0,0,0,0,0,0,1,1,0,0,864,0,0,0
6338,35,0,0,0,0,2,0,1,1,2,0,217,0,0,0
1999,33,0,0,0,0,0,0,1,1,0,0,743,0,0,0
1390,36,0,0,0,0,0,0,8,2,0,1,1129,0,0,1
4397,30,0,0,0,0,4,0,2,2,4,0,1103,0,0,0
3637,28,0,0,0,0,5,0,8,6,5,0,903,0,0,1
764,53,0,0,0,0,0,0,1,1,0,0,921,0,0,0
4061,27,0,1,0,0,1,0,5,4,1,27,1059,0,0,1
4528,38,0,0,1,0,10,0,6,2,10,0,506,0,0,1
5003,54,0,0,0,0,1,0,3,1,1,0,657,0,0,0
7142,23,0,0,0,1,0,0,2,3,0,0,772,0,0,0
3450,29,0,0,0,0,5,0,10,9,5,0,745,0,0,1
3226,25,0,0,0,0,1,0,4,4,1,0,361,0,0,0
6995,64,0,0,0,0,0,0,2,1,0,0,907,0,0,0
3,23,0,0,1,0,1,0,8,6,1,0,1174,0,0,1
3518,38,0,0,0,0,4,0,1,1,4,0,739,1,0,0
6626,39,0,0,0,0,1,0,5,5,1,0,7,0,0,1
5283,36,0,0,0,0,1,0,1,1,1,0,956,0,0,0
1766,29,0,0,0,0,0,0,8,4,0,2,720,0,0,1
5235,35,0,0,0,0,0,0,4,3,0,1,837,0,0,0
3738,56,0,0,0,0,7,0,4,4,7,0,580,0,0,0
6735,28,0,0,0,0,2,0,3,3,2,0,883,1,0,0
5713,44,0,0,0,0,12,0,9,4,12,0,778,0,0,1
4124,56,0,0,0,0,3,0,1,1,3,0,778,0,0,0
4329,52,0,0,0,0,1,0,1,1,1,0,767,0,0,0
4745,22,0,0,0,0,0,0,4,5,0,0,907,0,0,0
4875,26,0,0,1,0,5,0,6,7,5,0,940,0,0,1
6268,39,0,0,0,0,3,0,4,2,3,0,769,0,0,0
2730,22,0,0,0,0,0,0,7,6,0,11,1084,0,0,1
4324,24,0,0,0,0,0,0,7,7,0,2,1113,0,0,1
101,30,0,0,0,0,1,0,2,2,1,0,935,0,0,0
473,35,0,0,0,0,1,0,2,2,1,0,753,0,0,0
5998,25,0,0,0,0,5,0,9,9,5,1,152,0,0,1
4370,39,0,0,0,0,1,0,4,2,1,0,911,0,0,0
3364,38,0,0,0,0,1,0,1,1,1,3,893,0,0,0
3750,30,0,0,0,0,1,0,2,1,1,0,1112,0,0,0
319,27,0,0,0,0,0,0,2,3,0,17,808,0,0,0
6599,34,0,0,0,0,0,0,1,2,0,0,746,0,0,0
5604,24,0,0,0,0,5,0,6,4,5,0,444,0,0,1
2395,55,0,0,0,0,1,0,4,1,1,0,1097,0,0,0
1147,24,0,0,0,0,0,0,7,5,0,0,907,0,0,1
6706,31,0,0,0,0,2,0,2,2,2,0,1130,0,0,0
3942,29,0,0,0,0,6,0,2,2,6,0,702,0,0,0
490,26,0,0,0,0,1,0,2,3,1,0,1143,0,0,0
5944,34,0,0,0,0,1,0,7,2,1,0,502,0,0,1
6085,29,0,0,0,0,0,0,2,2,0,72,172,0,0,0
2402,28,0,0,0,0,4,0,7,9,4,29,1103,0,0,1
4850,51,0,0,0,0,2,0,3,1,2,24,86,0,0,0
5672,34,0,0,0,0,5,0,3,3,5,0,256,0,0,0
412,22,0,0,0,0,0,0,7,8,0,0,951,0,0,1
1154,56,0,0,0,0,0,0,1,1,0,0,912,0,0,0
1767,43,0,0,0,0,1,0,3,3,1,2,776,0,0,0
6257,55,0,0,0,0,5,0,4,3,5,300,1181,0,0,0
2397,26,0,0,0,0,0,0,4,3,0,0,775,0,0,0
673,27,0,0,0,0,0,0,2,2,0,0,917,0,0,0
297,34,0,0,0,0,5,0,4,4,5,0,849,0,0,0
5068,23,0,0,0,0,0,0,5,5,0,32,805,0,0,1
2384,29,0,0,0,0,0,0,2,2,0,1,968,0,0,0
5869,21,0,0,0,0,0,0,7,7,0,0,1172,0,0,1
2382,24,0,0,0,0,2,0,4,4,2,0,729,0,0,0
6533,25,0,0,0,0,0,0,2,3,0,0,930,0,0,0
348,47,0,0,0,0,3,0,3,2,3,0,96,0,0,0
1764,21,0,0,0,0,0,0,3,5,0,0,825,0,0,0
2494,44,0,1,0,0,7,0,6,4,7,23,978,1,0,1
737,24,0,0,0,0,0,0,3,4,0,0,988,0,0,0
3771,33,0,0,0,0,4,0,6,2,4,0,53,0,0,1
6693,23,0,0,0,0,0,0,4,5,0,0,919,0,0,0
5478,31,0,0,0,0,2,0,1,2,2,1,1050,0,0,0
5822,46,0,0,0,0,0,0,2,1,0,1,1161,0,0,0
6219,38,0,0,0,0,7,0,6,8,7,197,1100,0,0,1
6346,24,0,0,0,0,0,0,4,3,0,1,806,0,0,0
3317,27,0,0,0,0,1,0,7,4,1,5,1079,0,0,1
2962,22,0,0,0,0,0,0,4,5,0,0,1009,0,0,0
5390,27,0,0,0,0,3,0,3,3,3,37,348,0,0,0
4959,21,0,0,0,0,0,0,2,5,0,0,53,1,1,0
5258,24,0,0,0,0,3,0,5,3,3,0,16,1,1,1
4702,26,0,0,0,0,2,0,8,8,2,0,36,1,1,1
4012,26,0,0,0,0,3,0,6,4,3,0,35,1,1,1
7025,24,0,0,0,3,0,0,3,3,0,0,636,0,1,0
5935,63,0,0,0,0,9,0,6,1,9,2,59,1,1,1
4906,31,0,0,0,0,4,0,5,4,4,4,449,1,1,1
3546,33,0,0,0,0,0,0,9,7,0,28,233,0,1,1
1284,26,0,0,0,0,5,1,9,6,5,6,100,1,1,1
7138,31,0,0,0,0,9,0,8,2,9,0,206,1,1,1
1414,53,0,0,0,0,0,1,1,1,0,1,151,1,1,0
121,27,0,0,0,0,3,0,9,4,3,0,249,1,1,1
4545,22,0,0,1,0,2,0,7,8,2,1,699,1,1,1
2704,30,0,0,0,0,0,1,2,2,0,0,368,1,1,0
2265,36,0,0,0,0,19,0,8,4,19,0,544,0,1,1
1401,33,0,0,0,0,0,0,1,2,0,0,155,1,1,0
628,20,0,0,1,1,4,0,9,6,4,1,42,1,1,1
2204,24,0,0,0,0,17,0,9,9,17,129,373,1,1,1
1440,48,0,0,0,0,9,0,6,5,9,4,372,1,1,1
5020,46,0,0,0,0,3,0,1,1,3,0,431,1,1,0
1038,55,0,0,0,0,17,0,10,4,17,25,419,1,1,1
878,23,0,0,3,1,6,0,10,6,6,666,1001,1,1,1
1885,35,0,0,0,0,7,1,4,2,7,0,407,1,1,0
3560,36,0,0,0,0,3,0,6,4,3,0,11,1,1,1
3154,22,0,0,0,0,5,1,10,6,5,0,152,0,1,1
6970,27,0,0,0,0,5,0,10,9,5,37,353,1,1,1
2799,21,0,0,0,0,0,1,4,8,0,0,16,1,1,0
6860,29,0,0,0,0,5,0,4,5,5,0,183,1,1,0
5707,43,0,0,0,0,4,1,1,2,4,0,421,0,1,0
1254,35,0,0,0,0,4,0,8,3,4,0,13,1,1,1
4924,20,0,0,0,0,0,0,8,7,0,0,5,1,1,1
3270,23,0,0,0,0,0,0,2,4,0,0,90,1,1,0
3495,35,0,0,0,0,0,0,1,1,0,1,552,1,1,0
2767,34,0,0,0,0,16,0,9,6,16,0,388,0,1,1
4452,23,0,0,0,0,0,1,2,3,0,0,139,1,1,0
2297,30,0,0,3,2,14,1,10,7,14,5,89,0,1,1
1398,20,0,1,0,1,1,0,10,9,1,0,55,1,1,1
32,32,0,0,0,0,4,0,8,3,4,0,6,1,1,1
3185,27,0,0,0,0,4,0,6,2,4,0,194,1,1,1
2789,30,0,0,0,0,4,1,7,5,4,0,163,0,1,1
3906,21,0,0,0,0,1,0,7,8,1,0,29,0,1,1
4039,29,0,0,0,0,6,0,8,4,6,0,97,1,1,1
1869,22,0,0,0,0,0,1,3,6,0,70,546,1,1,0
752,20,0,0,0,2,0,0,5,8,0,8,322,1,1,1
4188,50,0,0,0,0,12,0,1,1,12,0,283,1,1,0
3767,55,0,0,0,0,12,1,6,2,12,0,291,1,1,1
4525,30,0,0,1,0,9,1,7,2,9,7,453,1,1,1
1950,33,0,0,0,0,0,0,5,6,0,1,35,0,1,1
4846,23,0,0,0,1,2,0,7,6,2,1,85,1,1,1
1307,32,0,0,0,0,4,0,4,2,4,0,231,1,1,0
1646,35,0,0,1,0,23,0,9,6,23,0,244,1,1,1
3558,20,0,0,0,0,1,0,10,8,1,1,90,0,1,1
5080,53,0,0,0,0,5,0,2,1,5,0,346,1,1,0
7079,22,0,0,0,0,0,0,4,4,0,0,510,1,1,0
3923,25,0,0,0,0,0,0,4,3,0,3,458,1,1,0
4919,21,0,0,0,0,0,1,8,7,0,33,125,0,1,1
1773,34,0,0,0,1,3,1,1,1,3,0,8,1,1,0
6490,47,0,0,0,0,21,0,9,4,21,0,217,0,1,1
3760,31,0,0,0,0,9,0,7,3,9,0,424,1,1,1
6260,52,0,0,0,0,16,1,8,5,16,0,551,1,1,1
3409,25,0,0,0,0,0,0,6,7,0,0,240,1,1,1
5758,40,0,2,0,0,23,1,6,8,23,0,30,1,1,1
6044,33,0,0,0,1,9,0,8,4,9,0,25,0,1,1
1344,53,0,0,0,0,8,0,6,1,8,4,407,1,1,1
3430,24,0,0,0,0,1,0,6,5,1,57,346,1,1,1
3087,21,0,0,0,0,0,0,9,8,0,0,86,1,1,1
5223,41,0,0,0,0,14,0,6,3,14,0,32,1,1,1
4167,30,0,0,0,1,6,0,7,3,6,0,336,1,1,1
3517,28,0,1,0,1,11,0,8,6,11,0,447,1,1,1
6579,26,0,0,0,0,9,1,4,4,9,1,68,1,1,0
5784,25,0,0,0,0,0,1,2,3,0,90,310,1,1,0
5023,25,0,0,0,2,8,0,8,7,8,0,114,0,1,1
6662,28,0,0,0,0,5,0,2,2,5,2,86,1,1,0
1205,28,0,0,0,0,5,0,6,5,5,50,261,0,1,1
1629,37,0,0,0,0,8,0,5,1,8,0,118,1,1,1
5287,51,0,0,0,0,15,0,8,4,15,33,41,1,1,1
2089,33,0,0,0,0,23,0,9,8,23,0,525,1,1,1
3857,24,0,0,0,0,2,0,7,4,2,1,649,1,1,1
4595,49,0,0,0,0,0,0,1,1,0,3,296,1,1,0
87,23,0,0,0,1,2,0,7,8,2,0,137,0,1,1
6459,77,0,0,0,0,1,1,1,1,1,1,692,1,1,0
3224,26,0,0,0,0,3,0,2,2,3,0,196,1,1,0
4839,22,0,0,0,0,2,0,4,5,2,0,176,1,1,0
1552,58,0,0,0,0,24,0,6,1,24,3,40,1,1,1
2578,26,0,1,0,0,3,1,10,9,3,3,386,1,1,1
4281,24,0,0,0,2,1,0,9,9,1,5,104,0,1,1
625,61,0,0,0,0,15,0,6,3,15,0,64,1,1,1
5535,30,0,0,0,0,18,0,9,10,18,1,4,1,1,1
467,54,0,0,0,0,28,0,9,5,28,5,55,1,1,1
5168,25,0,0,0,0,4,0,9,8,4,0,289,0,1,1
278,22,0,0,1,1,3,0,10,7,3,0,4,1,1,1
4833,24,0,0,0,1,11,0,9,8,11,76,692,1,1,1
4821,25,0,0,0,0,2,1,5,5,2,0,95,1,1,1
1801,47,0,0,0,0,23,0,7,5,23,402,684,1,1,1
3360,27,0,1,0,0,2,0,4,5,2,0,165,1,1,0
6787,28,0,0,0,0,1,1,1,2,1,0,182,1,1,0
2756,38,0,0,0,0,8,0,6,7,8,9,164,1,1,1
2136,37,0,0,0,1,26,0,10,8,26,1,104,1,1,1
4483,43,0,0,0,0,8,0,3,3,8,0,261,1,1,0
5915,28,0,0,0,0,0,0,8,3,0,0,95,0,1,1
5417,29,0,0,0,0,11,0,3,4,11,1,35,0,1,0
655,31,0,0,0,0,23,0,10,10,23,55,72,1,1,1
1415,30,0,0,0,0,8,0,8,3,8,0,590,1,1,1
2012,25,0,0,0,0,4,0,7,3,4,0,145,1,1,1
4752,26,0,0,0,0,3,0,10,8,3,0,31,1,1,1
6516,28,0,0,0,0,5,0,5,2,5,0,21,1,1,1
1306,22,0,0,0,0,0,0,8,9,0,0,232,1,1,1
6825,45,0,0,0,0,38,1,8,8,38,120,462,1,1,1
6745,31,0,0,0,1,5,0,10,7,5,0,31,1,1,1
2788,34,0,0,0,0,0,1,9,8,0,1,150,1,1,1
21,21,0,0,0,0,1,0,9,9,1,2,30,1,1,1
2173,30,0,0,0,0,4,0,8,8,4,15,152,1,1,1
6201,23,0,0,0,0,0,0,3,5,0,1,254,0,1,0
5196,27,0,0,0,0,10,0,8,8,10,1,149,1,1,1
4056,23,0,0,0,0,2,1,3,4,2,0,275,1,1,0
7100,25,0,0,0,0,3,0,6,4,3,0,189,1,1,1
3818,39,0,0,0,0,7,1,8,6,7,0,137,1,1,1
3703,21,0,0,0,0,0,0,6,7,0,0,192,1,1,1
4351,22,0,0,0,0,1,0,4,5,1,0,248,1,1,0
937,25,0,0,0,0,2,0,2,3,2,0,253,1,1,0
4636,50,0,1,0,0,13,0,10,5,13,0,160,0,1,1
3310,24,0,0,0,0,2,1,6,4,2,0,154,1,1,1
7150,44,0,0,0,1,11,1,5,3,11,0,21,1,1,1
89,36,0,0,0,0,9,0,7,6,9,4,27,1,1,1
264,30,0,0,0,0,2,0,6,5,2,1,55,1,1,1
3858,52,0,0,0,0,2,0,1,1,2,0,123,1,1,0
6307,27,0,1,0,0,6,0,8,5,6,0,12,1,1,1
4945,30,0,0,0,0,3,0,2,2,3,1,17,1,1,0
5307,29,0,0,0,0,5,1,5,4,5,2,455,1,1,1
495,29,0,0,0,0,4,1,4,4,4,7,50,1,1,0
2137,21,0,0,0,0,1,0,9,9,1,48,195,1,1,1
176,28,0,0,0,0,6,1,6,6,6,0,482,1,1,1
5280,23,0,0,0,0,2,1,8,6,2,0,49,1,1,1
3255,23,0,0,0,0,6,0,9,8,6,0,123,1,1,1
4326,51,0,0,0,0,0,0,1,1,0,1,125,1,1,0
4585,54,0,0,0,0,4,0,3,1,4,1,58,0,1,0
1515,33,0,0,0,0,7,1,6,7,7,1,285,0,1,1
44,29,0,0,0,0,0,0,7,2,0,0,61,1,1,1
1315,27,0,0,0,0,4,0,2,2,4,0,227,1,1,0
1405,22,0,0,0,0,3,1,8,5,3,25,66,1,1,1
6495,25,0,0,0,1,5,0,9,9,5,4,63,1,1,1
327,24,0,0,1,0,2,1,9,9,2,18,69,1,1,1
4153,49,0,0,0,0,11,0,5,4,11,31,520,0,1,1
5876,22,0,0,0,0,1,0,7,4,1,0,112,1,1,1
3003,24,0,0,0,1,2,0,3,4,2,10,160,1,1,0
3488,56,0,0,0,0,3,0,2,1,3,0,270,1,1,0
3555,50,0,0,0,0,2,0,5,1,2,0,113,0,1,1
1139,24,0,0,0,0,5,0,6,4,5,0,86,1,1,1
3550,36,0,3,0,2,19,0,10,6,19,0,89,1,1,1
393,27,0,0,0,0,12,0,8,5,12,31,341,1,1,1
6539,34,0,3,1,0,13,0,7,2,13,0,579,1,1,1
6550,23,0,0,0,0,0,0,4,5,0,0,492,1,1,0
4157,21,0,0,0,0,2,0,10,6,2,86,251,1,1,1
2917,30,0,0,1,0,7,0,9,9,7,38,753,1,1,1
4380,24,0,0,0,0,3,0,6,5,3,2,406,1,1,1
5790,24,0,5,1,0,10,1,10,9,10,0,24,1,1,1
538,42,0,0,0,0,14,0,7,6,14,1,41,1,1,1
6359,37,0,0,0,0,6,0,2,1,6,0,38,1,1,0
2860,23,0,0,0,0,3,0,8,9,3,90,203,1,1,1
7015,22,0,0,0,0,1,0,6,8,1,20,485,0,1,1
3673,59,0,0,0,0,22,0,6,6,22,68,84,0,1,1
1111,25,0,0,0,0,0,0,3,4,0,3,257,1,1,0
5343,24,0,0,0,0,1,0,8,6,1,14,61,1,1,1
7078,28,0,0,0,0,2,0,5,4,2,1,190,1,1,1
5244,51,0,1,0,0,19,0,8,3,19,2,146,0,1,1
2737,22,0,0,0,0,0,0,3,5,0,0,445,0,1,0
2457,29,0,0,0,0,6,0,8,6,6,0,241,0,1,1
850,21,0,0,1,1,1,0,9,6,1,2,35,1,1,1
4327,34,0,1,0,0,10,1,9,4,10,0,63,1,1,1
3794,36,0,0,0,0,1,1,3,2,1,0,120,0,1,0
3579,21,0,0,0,0,1,0,4,6,1,0,53,1,1,0
3562,25,0,0,0,0,28,0,9,8,28,0,5,1,1,1
3759,35,0,0,0,0,2,0,2,1,2,0,127,1,1,0
4522,33,0,0,0,3,18,0,9,8,18,0,11,1,1,1
1232,24,0,1,1,0,8,1,9,10,8,0,198,1,1,1
351,19,0,0,2,0,2,0,10,9,2,0,83,0,1,1
5512,19,0,0,0,0,0,1,4,7,0,0,23,1,1,0
5938,20,0,0,3,0,3,0,8,8,3,0,180,0,1,1
63,22,0,0,0,1,1,0,4,6,1,0,371,1,1,0
1460,43,0,0,0,0,4,0,1,1,4,1,83,1,1,0
2146,20,0,1,0,0,1,0,8,8,1,0,408,1,1,1
4688,47,0,0,0,0,3,0,5,9,3,11,37,1,1,1
2863,53,0,0,0,0,18,0,7,1,18,40,85,1,1,1
1379,20,0,0,1,1,2,0,9,7,2,1,167,1,1,1
6327,48,0,0,0,0,3,0,2,1,3,0,69,1,1,0
4009,34,0,0,0,0,0,0,1,1,0,0,695,1,1,0
2417,36,0,0,0,0,1,1,9,6,1,0,418,1,1,1
6364,23,0,0,0,0,8,0,10,6,8,2,72,0,1,1
2179,26,0,0,0,0,3,0,10,10,3,34,684,1,1,1
1989,30,0,0,1,0,14,0,9,7,14,1,134,1,1,1
3325,27,0,0,0,0,7,0,9,6,7,3,51,1,1,1
6583,25,0,0,0,0,6,1,7,4,6,0,22,0,1,1
6580,48,0,0,0,0,7,0,4,2,7,3,230,1,1,0
684,30,0,0,0,0,15,0,9,4,15,0,210,1,1,1
6392,19,0,0,0,0,1,0,4,5,1,1,98,1,1,0
3765,23,0,0,1,0,2,0,6,5,2,0,6,1,1,1
3072,32,0,0,0,0,9,0,6,2,9,0,111,0,1,1
1300,39,0,0,0,0,5,0,9,6,5,0,92,1,1,1
398,36,0,0,0,0,14,0,7,3,14,0,19,1,1,1
3593,24,0,0,0,0,7,0,8,7,7,67,227,0,1,1
5587,44,0,0,0,0,29,0,9,1,29,0,296,0,1,1
5432,53,0,0,0,0,3,1,6,1,3,5,341,1,1,1
3271,25,0,0,1,0,4,0,8,6,4,18,356,0,1,1
6708,39,0,0,0,0,2,0,1,1,2,0,324,0,1,0
7201,30,0,0,1,0,19,0,10,7,19,9,144,1,1,1
3009,52,0,0,0,0,0,0,1,1,0,0,96,1,1,0
7037,22,0,0,0,0,1,1,6,6,1,0,345,1,1,1
2525,22,0,1,0,0,2,0,7,8,2,1,8,1,1,1
2582,27,0,0,0,0,1,0,2,2,1,0,96,1,1,0
6317,30,0,0,2,2,13,0,10,9,13,3,72,1,1,1
4030,22,0,0,0,0,0,0,6,6,0,0,469,1,1,1
5846,27,0,0,0,0,0,0,4,4,0,0,5,1,1,0
3482,29,0,0,0,0,0,0,1,2,0,1,446,1,1,0
6531,50,0,0,0,0,4,0,1,1,4,0,156,1,1,0
3502,26,0,0,0,0,0,0,3,4,0,0,95,0,1,0
7060,20,0,1,0,0,2,1,10,10,2,0,308,1,1,1
1836,44,0,2,0,0,19,1,9,6,19,0,140,1,1,1
4858,29,0,0,0,0,6,0,6,3,6,0,108,0,1,1
2795,30,0,0,0,0,12,0,9,3,12,0,29,1,1,1
1445,22,0,0,0,0,3,1,5,8,3,0,20,1,1,1
3841,50,0,0,0,0,13,0,1,1,13,0,4,1,1,0
5461,24,0,2,1,0,3,0,6,8,3,0,198,1,1,1
124,33,0,0,0,0,19,0,10,7,19,0,222,0,1,1
1532,30,0,0,0,0,7,0,10,10,7,2,128,1,1,1
7139,35,0,0,0,0,18,0,6,6,18,0,28,1,1,1
1912,26,0,0,0,0,6,0,9,9,6,18,30,1,1,1
2274,24,0,0,0,0,3,0,6,6,3,0,191,1,1,1
2727,25,0,4,0,0,13,0,10,9,13,28,112,1,1,1
3554,20,0,0,0,0,1,0,8,6,1,3,303,1,1,1
2545,31,0,0,1,3,10,0,5,3,10,0,258,1,1,1
285,52,0,0,0,0,3,0,6,2,3,25,43,1,1,1
5369,64,0,0,0,0,8,1,4,2,8,0,372,1,1,0
372,21,0,0,0,0,4,0,9,6,4,219,273,1,1,1
2687,31,0,0,2,0,8,1,10,10,8,3,288,1,1,1
5722,42,0,1,0,0,7,0,9,7,7,2,342,0,1,1
4274,22,0,0,1,0,3,0,4,6,3,0,8,1,1,0
168,25,0,0,0,0,1,0,2,3,1,1,31,1,1,0
2296,31,0,0,0,0,7,0,4,4,7,53,198,1,1,0
1075,49,0,0,0,0,1,1,3,1,1,19,76,1,1,0
2906,29,0,0,0,0,1,1,2,2,1,0,81,1,1,0
3601,33,0,0,0,0,3,0,5,2,3,3,17,1,1,1
5264,21,0,0,0,0,2,0,8,8,2,35,67,1,1,1
2194,36,0,0,0,0,0,0,3,1,0,0,442,1,1,0
4429,30,0,4,0,0,12,0,9,6,12,9,219,1,1,1
6577,35,0,0,0,0,7,1,6,2,7,1,171,1,1,1
6989,32,0,0,0,0,6,0,8,6,6,129,374,0,1,1
3008,29,0,0,0,0,5,0,7,5,5,4,20,1,1,1
6476,31,0,0,1,0,3,0,1,2,3,0,233,1,1,0
5055,20,0,0,0,1,2,1,7,9,2,9,19,0,1,1
2940,25,0,0,0,0,1,1,4,5,1,0,66,0,1,0
6409,23,0,0,0,0,6,0,4,5,6,0,40,0,1,0
3335,21,0,0,0,0,0,0,4,6,0,0,112,0,1,0
611,22,0,0,0,1,0,0,8,6,0,0,222,1,1,1
2312,19,0,0,1,0,1,0,10,10,1,0,711,1,1,1
4200,31,0,0,0,0,0,0,2,2,0,0,154,1,1,0
4573,30,0,0,0,0,2,0,3,2,2,1,54,0,1,0
2639,25,0,0,0,0,2,0,8,7,2,0,178,1,1,1
5706,37,0,1,0,0,17,0,9,7,17,2,166,0,1,1
4362,20,0,0,0,0,1,0,7,6,1,6,162,1,1,1
4434,29,0,0,1,1,8,0,8,4,8,2,10,1,1,1
4356,28,0,0,0,0,0,0,7,7,0,0,68,0,1,1
1047,26,0,0,0,0,4,0,7,5,4,1,158,1,1,1
1479,28,0,0,0,1,7,0,8,7,7,0,104,1,1,1
4140,39,0,0,0,0,21,0,10,8,21,0,196,1,1,1
4173,26,0,0,0,0,1,0,6,5,1,29,145,1,1,1
5591,21,0,0,0,1,1,0,10,10,1,1,172,0,1,1
4531,23,0,0,0,0,2,0,9,7,2,5,234,1,1,1
968,21,0,0,0,0,1,1,7,6,1,0,30,1,1,1
6174,34,0,0,0,0,16,0,9,2,16,0,19,0,1,1
3096,23,0,0,0,0,2,0,5,8,2,22,293,1,1,1
2095,35,0,0,0,0,1,1,1,1,1,1,67,1,1,0
835,52,0,1,0,0,9,1,8,2,9,38,64,1,1,1
5265,44,0,0,0,0,8,1,8,5,8,9,583,1,1,1
4575,25,0,0,0,0,2,0,4,5,2,5,100,1,1,0
1503,23,0,0,3,0,5,0,9,9,5,0,76,1,1,1
144,38,0,1,1,0,9,0,8,4,9,12,129,1,1,1
6756,20,0,0,0,0,0,0,6,7,0,1,50,1,1,1
2573,33,0,0,0,0,5,0,9,3,5,0,8,1,1,1
3022,24,0,0,0,0,4,0,9,9,4,50,196,1,1,1
1600,21,0,0,0,0,0,0,8,9,0,8,32,0,1,1
5141,31,0,0,0,0,2,0,5,4,2,175,296,1,1,1
6012,33,0,0,0,0,3,0,4,2,3,5,38,1,1,0
554,39,0,0,0,0,3,0,3,2,3,2,206,1,1,0
7149,46,0,0,0,0,13,0,5,3,13,0,236,1,1,1
4496,26,0,0,0,0,6,0,10,4,6,1,680,1,1,1
4245,34,0,0,0,0,5,0,2,1,5,0,696,1,1,0
2332,20,0,0,0,0,1,0,6,8,1,0,36,0,1,1
3337,28,0,0,1,0,10,0,7,6,10,243,503,1,1,1
5164,23,0,0,0,0,2,1,5,5,2,0,238,1,1,1
6238,30,0,0,0,0,2,0,5,3,2,0,66,1,1,1
6933,22,0,0,0,0,0,0,7,6,0,1,6,1,1,1
3677,33,0,0,0,0,2,1,8,7,2,0,241,0,1,1
